Name,Speed,Module,First Word Latency,CAS Latency,Color,Rating,Review Count,Raw_Price,Date,DDR_Type,Total_GB,Clean_Price,Price_Per_GB
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$199.99,2019-10-01,DDR4,32,199.99,6.2496875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$187.49,2019-11-01,DDR4,32,187.49,5.8590625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$174.99,2019-12-01,DDR4,32,174.99,5.4684375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$152.08,2020-01-01,DDR4,32,152.08,4.7525
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$154.16,2020-02-01,DDR4,32,154.16,4.8175
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$156.24,2020-03-01,DDR4,32,156.24,4.8825
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$158.33,2020-04-01,DDR4,32,158.33,4.9478125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$160.41,2020-05-01,DDR4,32,160.41,5.0128125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$162.49,2020-06-01,DDR4,32,162.49,5.0778125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$164.58,2020-07-01,DDR4,32,164.58,5.143125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$166.66,2020-08-01,DDR4,32,166.66,5.208125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$168.74,2020-09-01,DDR4,32,168.74,5.273125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$170.83,2020-10-01,DDR4,32,170.83,5.3384375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$172.91,2020-11-01,DDR4,32,172.91,5.4034375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$174.99,2020-12-01,DDR4,32,174.99,5.4684375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$179.16,2021-01-01,DDR4,32,179.16,5.59875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$183.33,2021-02-01,DDR4,32,183.33,5.7290625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$187.49,2021-03-01,DDR4,32,187.49,5.8590625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$191.66,2021-04-01,DDR4,32,191.66,5.989375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$195.83,2021-05-01,DDR4,32,195.83,6.1196875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$199.99,2021-06-01,DDR4,32,199.99,6.2496875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$204.16,2021-07-01,DDR4,32,204.16,6.38
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$208.32,2021-08-01,DDR4,32,208.32,6.51
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$212.49,2021-09-01,DDR4,32,212.49,6.6403125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$216.66,2021-10-01,DDR4,32,216.66,6.770625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$220.82,2021-11-01,DDR4,32,220.82,6.900625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$224.99,2021-12-01,DDR4,32,224.99,7.0309375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$218.74,2022-01-01,DDR4,32,218.74,6.835625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$212.49,2022-02-01,DDR4,32,212.49,6.6403125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$206.24,2022-03-01,DDR4,32,206.24,6.445
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$199.99,2022-04-01,DDR4,32,199.99,6.2496875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$193.74,2022-05-01,DDR4,32,193.74,6.054375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$187.49,2022-06-01,DDR4,32,187.49,5.8590625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$181.24,2022-07-01,DDR4,32,181.24,5.66375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$174.99,2022-08-01,DDR4,32,174.99,5.4684375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$168.74,2022-09-01,DDR4,32,168.74,5.273125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$162.49,2022-10-01,DDR4,32,162.49,5.0778125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$156.24,2022-11-01,DDR4,32,156.24,4.8825
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$149.99,2022-12-01,DDR4,32,149.99,4.6871875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$145.83,2023-01-01,DDR4,32,145.83,4.5571875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$141.66,2023-02-01,DDR4,32,141.66,4.426875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$137.49,2023-03-01,DDR4,32,137.49,4.2965625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$133.33,2023-04-01,DDR4,32,133.33,4.1665625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$129.16,2023-05-01,DDR4,32,129.16,4.03625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$125.00,2023-06-01,DDR4,32,125.0,3.90625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$120.83,2023-07-01,DDR4,32,120.83,3.7759375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$116.66,2023-08-01,DDR4,32,116.66,3.645625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$112.50,2023-09-01,DDR4,32,112.5,3.515625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$108.33,2023-10-01,DDR4,32,108.33,3.3853125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$104.16,2023-11-01,DDR4,32,104.16,3.255
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$100.00,2023-12-01,DDR4,32,100.0,3.125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$102.08,2024-01-01,DDR4,32,102.08,3.19
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$104.16,2024-02-01,DDR4,32,104.16,3.255
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$106.25,2024-03-01,DDR4,32,106.25,3.3203125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$108.33,2024-04-01,DDR4,32,108.33,3.3853125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$110.41,2024-05-01,DDR4,32,110.41,3.4503125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$112.50,2024-06-01,DDR4,32,112.5,3.515625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$114.58,2024-07-01,DDR4,32,114.58,3.580625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$116.66,2024-08-01,DDR4,32,116.66,3.645625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$118.75,2024-09-01,DDR4,32,118.75,3.7109375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$120.83,2024-10-01,DDR4,32,120.83,3.7759375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$122.91,2024-11-01,DDR4,32,122.91,3.8409375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$125.00,2024-12-01,DDR4,32,125.0,3.90625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$129.16,2025-01-01,DDR4,32,129.16,4.03625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$133.33,2025-02-01,DDR4,32,133.33,4.1665625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$137.49,2025-03-01,DDR4,32,137.49,4.2965625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$141.66,2025-04-01,DDR4,32,141.66,4.426875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$145.83,2025-05-01,DDR4,32,145.83,4.5571875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$212.49,2025-06-01,DDR4,32,212.49,6.6403125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$218.74,2025-07-01,DDR4,32,218.74,6.835625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$224.99,2025-08-01,DDR4,32,224.99,7.0309375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$231.24,2025-09-01,DDR4,32,231.24,7.22625
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$105.00,2025-10-01,DDR4,32,105.0,3.28125
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$169.99,2025-11-01,DDR4,32,169.99,5.3121875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$249.99,2025-12-01,DDR4,32,249.99,7.8121875
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$364.99,2026-01-01,DDR4,32,364.99,11.4059375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$399.98,2026-02-01,DDR4,32,399.98,12.499375
ADATA XPG GAMMIX D20 32 GB,DDR4-3200,2 x 16GB,10 ns,16,Black / Silver,5.0,1,$362.49,2026-02-18,DDR4,32,362.49,11.3278125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,767.67",2021-12-01,DDR5,32,3767.67,117.7396875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,642.09",2022-01-01,DDR5,32,3642.09,113.8153125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,516.50",2022-02-01,DDR5,32,3516.5,109.890625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,390.91",2022-03-01,DDR5,32,3390.91,105.9659375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,265.32",2022-04-01,DDR5,32,3265.32,102.04125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,139.73",2022-05-01,DDR5,32,3139.73,98.1165625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$3,014.14",2022-06-01,DDR5,32,3014.14,94.191875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,888.55",2022-07-01,DDR5,32,2888.55,90.2671875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,762.96",2022-08-01,DDR5,32,2762.96,86.3425
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,637.37",2022-09-01,DDR5,32,2637.37,82.4178125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,511.78",2022-10-01,DDR5,32,2511.78,78.493125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,386.19",2022-11-01,DDR5,32,2386.19,74.5684375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,260.61",2022-12-01,DDR5,32,2260.61,70.6440625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,172.69",2023-01-01,DDR5,32,2172.69,67.8965625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$2,084.78",2023-02-01,DDR5,32,2084.78,65.149375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,996.87",2023-03-01,DDR5,32,1996.87,62.4021875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,908.96",2023-04-01,DDR5,32,1908.96,59.655
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,821.04",2023-05-01,DDR5,32,1821.04,56.9075
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,733.13",2023-06-01,DDR5,32,1733.13,54.1603125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,645.22",2023-07-01,DDR5,32,1645.22,51.413125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,557.31",2023-08-01,DDR5,32,1557.31,48.6659375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,469.39",2023-09-01,DDR5,32,1469.39,45.9184375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,381.48",2023-10-01,DDR5,32,1381.48,43.17125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,293.57",2023-11-01,DDR5,32,1293.57,40.4240625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,205.66",2023-12-01,DDR5,32,1205.66,37.676875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,167.98",2024-01-01,DDR5,32,1167.98,36.499375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,130.30",2024-02-01,DDR5,32,1130.3,35.321875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,092.63",2024-03-01,DDR5,32,1092.63,34.1446875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,054.95",2024-04-01,DDR5,32,1054.95,32.9671875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,017.27",2024-05-01,DDR5,32,1017.27,31.7896875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$979.60,2024-06-01,DDR5,32,979.6,30.6125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$941.92,2024-07-01,DDR5,32,941.92,29.435
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$904.24,2024-08-01,DDR5,32,904.24,28.2575
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$866.57,2024-09-01,DDR5,32,866.57,27.0803125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$828.89,2024-10-01,DDR5,32,828.89,25.9028125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$791.21,2024-11-01,DDR5,32,791.21,24.7253125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$753.53,2024-12-01,DDR5,32,753.53,23.5478125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$778.65,2025-01-01,DDR5,32,778.65,24.3328125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$803.77,2025-02-01,DDR5,32,803.77,25.1178125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$828.89,2025-03-01,DDR5,32,828.89,25.9028125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$854.01,2025-04-01,DDR5,32,854.01,26.6878125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$879.12,2025-05-01,DDR5,32,879.12,27.4725
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,281.01",2025-06-01,DDR5,32,1281.01,40.0315625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,318.69",2025-07-01,DDR5,32,1318.69,41.2090625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,356.36",2025-08-01,DDR5,32,1356.36,42.38625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,394.04",2025-09-01,DDR5,32,1394.04,43.56375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,$632.97,2025-10-01,DDR5,32,632.97,19.7803125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,024.81",2025-11-01,DDR5,32,1024.81,32.0253125
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,507.07",2025-12-01,DDR5,32,1507.07,47.0959375
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,913.98",2026-01-01,DDR5,32,1913.98,59.811875
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,793.41",2026-02-01,DDR5,32,1793.41,56.0440625
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,Black,0.0,0,"$1,793.41",2026-02-18,DDR5,32,1793.41,56.0440625
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,674.97",2021-12-01,DDR5,64,1674.97,26.17140625
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,619.14",2022-01-01,DDR5,64,1619.14,25.2990625
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,563.31",2022-02-01,DDR5,64,1563.31,24.42671875
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,507.48",2022-03-01,DDR5,64,1507.48,23.554375
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,451.64",2022-04-01,DDR5,64,1451.64,22.681875
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,395.81",2022-05-01,DDR5,64,1395.81,21.80953125
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,339.98",2022-06-01,DDR5,64,1339.98,20.9371875
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,284.15",2022-07-01,DDR5,64,1284.15,20.06484375
ADATA XPG LANCER RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,Black,0.0,0,"$1,228.32",2022-08-01,DDR5,64,1228.32,19.1925
